lad24cd,reporting_year,households_on_register,jointly_managed_register,reasonable_preference,source
E06000005,2016,1618,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000005,2017,1540,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000005,2018,1577,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000005,2019,1579,,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000005,2020,1645,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000005,2021,1415,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000005,2022,620,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E06000005,2023,1424,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E06000005,2024,1829,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E06000005,2025,2141,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000107,2015,850,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000107,2016,963,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000107,2017,1064,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000107,2018,1134,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000107,2019,785,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000107,2020,829,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000107,2021,962,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000107,2022,1029,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000107,2023,984,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000107,2024,1191,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000107,2025,1464,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E06000062,2015,809,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000062,2016,881,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000062,2017,864,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000062,2018,1045,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000062,2019,1166,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000062,2020,1511,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000062,2021,1766,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000015,2015,4308,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000015,2016,4728,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000015,2017,1909,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000015,2018,2676,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000015,2019,4462,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000015,2020,7651,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000015,2021,7798,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000015,2022,6557,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E06000015,2023,7898,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E06000015,2024,8492,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E06000015,2025,8288,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000035,2015,1300,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000035,2016,1339,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000035,2017,967,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000035,2018,711,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000035,2019,850,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000035,2020,954,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000035,2021,1000,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000035,2022,1100,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000035,2023,1035,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000035,2024,1111,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000035,2025,1186,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E08000017,2015,8683,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E08000017,2016,8737,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E08000017,2017,9521,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E08000017,2018,10143,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E08000017,2019,9560,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E08000017,2020,7232,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E08000017,2021,8104,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E08000017,2022,8917,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E08000017,2023,7049,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E08000017,2024,7673,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E08000017,2025,8929,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E06000059,2020,5536,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000059,2021,5853,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000059,2022,3100,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E06000059,2023,4430,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E06000059,2024,5406,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E06000059,2025,6783,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000108,2015,2194,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000108,2016,2076,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000108,2017,1939,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000108,2018,1603,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000108,2019,1300,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000108,2020,1417,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000108,2021,1681,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000108,2022,1481,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000108,2023,1526,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000108,2024,1635,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000108,2025,1389,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E08000027,2015,2370,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E08000027,2016,2298,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E08000027,2017,1901,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E08000027,2018,2143,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E08000027,2019,2460,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E08000027,2020,2450,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E08000027,2021,2665,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E08000027,2022,3396,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E08000027,2023,3627,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E08000027,2024,3447,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E08000027,2025,3852,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E09000009,2015,10607,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E09000009,2016,11452,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E09000009,2017,12684,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E09000009,2018,13685,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E09000009,2019,8670,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E09000009,2020,9545,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E09000009,2021,10875,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E09000009,2022,12094,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E09000009,2023,12669,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E09000009,2024,7419,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E09000009,2025,7813,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000009,2015,899,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000009,2016,936,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000009,2017,1164,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000009,2018,1678,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000009,2019,448,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000009,2020,921,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000009,2021,1002,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000009,2022,935,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000009,2023,1003,,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000009,2024,991,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000009,2025,1248,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000040,2015,2254,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000040,2016,2557,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000040,2017,3378,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000040,2018,3914,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000040,2019,4694,,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000040,2020,4708,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000040,2021,4914,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000040,2022,4548,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000040,2023,5374,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000040,2024,6195,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000040,2025,4909,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E06000059,2015,294,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000059,2016,373,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000059,2017,444,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000059,2018,516,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000059,2019,476,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000085,2015,1589,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000085,2016,1524,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000085,2017,1502,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000085,2018,1307,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000085,2019,1251,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000085,2020,1300,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000085,2021,1421,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000085,2022,1551,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000085,2023,1590,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000085,2024,1693,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000085,2025,1699,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000242,2015,2009,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000242,2016,2198,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000242,2017,2025,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000242,2018,2039,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000242,2019,2119,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000242,2020,2125,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000242,2021,2174,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000242,2022,2226,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000242,2023,2044,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000242,2024,2201,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000242,2025,2455,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000137,2015,1782,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000137,2016,2015,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000137,2017,2015,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000137,2018,1526,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000137,2019,1764,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000137,2020,1078,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000137,2021,1226,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000137,2022,1834,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000137,2023,1878,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000137,2024,1693,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000137,2025,1536,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E06000061,2015,1307,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000061,2016,1150,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000061,2017,1151,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000061,2018,1163,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000061,2019,1207,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000061,2020,1080,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000061,2021,1322,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000011,2015,5998,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000011,2016,6133,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000011,2017,6686,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000011,2018,6337,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000011,2019,6250,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000011,2020,6556,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000011,2021,5927,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000011,2022,7256,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E06000011,2023,4881,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E06000011,2024,5238,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E06000011,2025,5453,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000193,2015,1804,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000193,2016,1943,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000193,2017,2026,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000193,2018,1915,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000193,2019,2484,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000193,2020,2166,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000193,2021,3735,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000193,2022,6386,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000193,2023,6200,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000193,2024,6935,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000193,2025,9766,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000244,2020,4453,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000244,2021,3973,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000244,2022,4158,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000244,2023,4501,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000244,2024,4559,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000244,2025,4892,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000061,2015,2790,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000061,2016,1834,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000061,2017,808,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000061,2018,808,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000061,2019,866,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000061,2020,1028,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000061,2021,1118,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000061,2022,1337,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000061,2023,732,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000061,2024,1054,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000061,2025,1107,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000086,2015,2640,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000086,2016,1887,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000086,2017,1845,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000086,2018,1871,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000086,2019,1809,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000086,2020,1839,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000086,2021,1905,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000086,2022,2193,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000086,2023,2162,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000086,2024,2545,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000086,2025,2773,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E06000064,2015,981,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E06000064,2016,914,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E06000064,2017,984,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E06000064,2018,1011,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E06000064,2019,1075,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E06000064,2020,1034,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E06000064,2021,1010,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E06000064,2022,1111,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E06000064,2023,935,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000207,2015,1266,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000207,2016,1671,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000207,2017,2057,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000207,2018,2152,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000207,2019,1835,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000207,2020,1391,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000207,2021,1809,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000207,2022,1976,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000207,2023,2306,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000207,2024,2459,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000207,2025,2395,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E09000010,2015,1945,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E09000010,2016,1843,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E09000010,2017,3246,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E09000010,2018,3444,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E09000010,2019,4424,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E09000010,2020,3712,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E09000010,2021,4572,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E09000010,2022,5622,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E09000010,2023,5991,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E09000010,2024,6401,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E09000010,2025,6656,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000072,2015,1500,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000072,2016,1544,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000072,2017,1353,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000072,2018,1376,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000072,2019,1494,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000072,2020,1291,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000072,2021,1355,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000072,2022,1314,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000072,2023,826,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000072,2024,1054,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000072,2025,1241,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000208,2015,2477,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000208,2016,2212,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000208,2017,155,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000208,2018,792,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000208,2019,1157,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000208,2020,919,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000208,2021,1095,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000208,2022,1207,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000208,2023,1340,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000208,2024,1324,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000208,2025,1456,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000036,2015,2203,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000036,2016,2604,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000036,2017,1599,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000036,2018,1687,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000036,2019,1929,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000036,2020,1932,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000036,2021,2174,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000036,2022,2229,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000036,2023,1937,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000036,2024,1877,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000036,2025,2461,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000041,2015,4688,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000041,2016,5403,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000041,2017,3195,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000041,2018,1772,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000041,2019,2207,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000041,2020,2609,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000041,2021,2782,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000041,2022,3149,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000041,2023,2201,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000041,2024,2009,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000041,2025,1796,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000087,2015,1251,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000087,2016,1134,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000087,2017,1040,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000087,2018,1003,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000087,2019,1045,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000087,2020,1082,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000087,2021,1125,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000087,2022,557,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000087,2023,535,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000087,2024,585,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000087,2025,293,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000010,2015,1417,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000010,2016,1628,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000010,2017,2149,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000010,2018,2578,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000010,2019,2635,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000010,2020,1088,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000010,2021,1405,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000010,2022,1427,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000010,2023,1762,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000010,2024,1724,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000010,2025,1756,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000112,2015,2592,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000112,2016,1768,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000112,2017,1454,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2017"
E07000112,2018,1028,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2018"
E07000112,2019,1209,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2019"
E07000112,2020,1150,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2020"
E07000112,2021,1170,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2021"
E07000112,2022,1394,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2022"
E07000112,2023,1686,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2023"
E07000112,2024,1312,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2024"
E07000112,2025,1156,,,"MHCLG LAHS Section C, year ending 31 March 2025"
E07000245,2015,973,FALSE,,"MHCLG LAHS Section C, year ending 31 March 2015"
E07000245,2016,899,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2016"
E07000245,2017,949,TRUE,,"MHCLG LAHS Section C, year ending 31 March 2017"
