pfa_name_safelives,financial_year,marac_count,cases_discussed,recommended_cases,cases_per_10k_adult_females,repeat_cases,repeat_cases_pct,children_in_household,housing_referrals,source
Lancashire,2023-24,2.0,819.0,480.0,68.27218846124991,171.0,20.87912087912088,1133.0,0.0,SafeLives MARAC annual data 2023-24 England and Wales
Lancashire,2024-25,2.0,976.0,480.0,81.35977526029292,106.0,10.860655737704917,1332.0,0.0,SafeLives MARAC annual data 2024-25 England and Wales
Leicestershire,2018-19,3.0,1610.0,1670.0,38.494644223412394,759.0,47.0,1936.0,0.0,SafeLives MARAC annual data 2018-19 England and Wales
Leicestershire,2019-20,3.0,1346.0,1670.0,32.18247895944912,702.0,52.15453194650818,1580.0,1.0,SafeLives MARAC annual data 2019-20 England and Wales
Leicestershire,2020-21,3.0,890.0,1670.0,21.2796480489671,395.0,44.38202247191011,1078.0,3.0,SafeLives MARAC annual data 2020-21 England and Wales
Leicestershire,2021-22,3.0,774.0,1670.0,18.50612088752869,280.0,36.17571059431525,932.0,0.0,SafeLives MARAC annual data 2021-22 England and Wales
Leicestershire,2022-23,3.0,926.0,1670.0,22.140397857689365,309.0,33.36933045356372,1149.0,24.0,SafeLives MARAC annual data 2022-23 England and Wales
Leicestershire,2023-24,3.0,1241.0,1870.0,26.646225726383413,446.0,35.93875906526994,1600.0,22.0,SafeLives MARAC annual data 2023-24 England and Wales
Leicestershire,2024-25,3.0,1336.0,1870.0,28.68602543952316,406.0,30.389221556886227,1617.0,23.0,SafeLives MARAC annual data 2024-25 England and Wales
Lincolnshire,2018-19,2.0,807.0,1220.0,26.351966927791693,136.0,17.0,1042.0,40.0,SafeLives MARAC annual data 2018-19 England and Wales
Lincolnshire,2019-20,2.0,996.0,1220.0,32.52361717482097,203.0,20.38152610441767,1237.0,37.0,SafeLives MARAC annual data 2019-20 England and Wales
Lincolnshire,2020-21,1.0,898.0,1220.0,29.3235022319169,172.0,19.15367483296214,1173.0,33.0,SafeLives MARAC annual data 2020-21 England and Wales
Lincolnshire,2021-22,1.0,987.0,1220.0,32.22972906781958,228.0,23.10030395136778,1359.0,24.0,SafeLives MARAC annual data 2021-22 England and Wales
Lincolnshire,2022-23,1.0,1059.0,1220.0,34.58083392383073,263.0,24.834749763928237,1426.0,41.0,SafeLives MARAC annual data 2022-23 England and Wales
Lincolnshire,2023-24,1.0,1162.0,1320.0,35.2826865852918,305.0,26.247848537005165,1804.0,67.0,SafeLives MARAC annual data 2023-24 England and Wales
Lincolnshire,2024-25,1.0,1378.0,1320.0,41.841258274124,381.0,27.64876632801161,2179.0,74.0,SafeLives MARAC annual data 2024-25 England and Wales
Merseyside,2018-19,5.0,4272.0,2350.0,72.60716189090738,1244.0,29.0,6178.0,72.5,SafeLives MARAC annual data 2018-19 England and Wales
Merseyside,2019-20,5.0,4670.0,2350.0,79.37159317194228,1419.0,30.385438972162742,6692.0,64.3,SafeLives MARAC annual data 2019-20 England and Wales
